thscode,name,industry,pool,score,verdict,roe,gross_margin,net_margin,ocf_to_ni,debt_ratio,revenue_yoy,net_profit_yoy,pe_ttm,pb_mrq,market_cap_yi,price,change_pct,red_flags,yellow_flags,green_highlights,reason,high_leverage_note
688279.SH,峰岹科技,半导体,watch,4.6,YELLOW,0.060899999999999996,0.525707,0.282897,1.04252651,0.028635999999999998,0.28914296,-0.01541086,72.670804,3.587877,186.61143509,162.11,-0.79,,ROE 6.1%，低于 10% 良好线;PE(TTM) 72.7 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -1.5%，利润下滑,高毛利率 52.6%，通常意味差异化/护城河;净利率 28.3%，出色的费用控制或定价权;资产负债率仅 2.9%，财务结构稳健;营收增长 28.9%，强成长,,
688280.SH,精进电动-W,汽车零部件,exclude,3.8,RED,0.2289,0.160146,0.055125,3.8520274,0.754566,1.0910989100000001,1.34466975,317.624164,5.171106,33.34752419,5.65,-1.22,资产负债率 75.5%，超过 70% 高杠杆红线,毛利率 16.0%，低于 20%（弱护城河风险）,高 ROE 22.9%，显示强护城河;经营现金流/净利润 3.85，高含金量利润;营收增长 109.1%，强成长;净利增长 134.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688281.SH,华秦科技,航空装备Ⅱ,exclude,3.2,RED,0.0662,0.433934,0.197352,1.84455656,0.273781,0.09174098000000001,-0.2577641,57.280757,3.878781,185.38076748,48.58,1.8,净利同比下降 -25.8%，严重恶化,ROE 6.6%，低于 10% 良好线;PE(TTM) 57.3 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 43.4%，通常意味差异化/护城河;经营现金流/净利润 1.84，高含金量利润;资产负债率仅 27.4%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688283.SH,坤恒顺维,通信设备,exclude,4,RED,0.04769999999999999,0.625816,0.192754,1.14310399,0.166845,0.07118471999999999,0.26316994,68.475833,3.588479,35.54124,29.18,1.46,ROE 仅 4.8%，低于 5% 资本回报红线,PE(TTM) 68.5 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 62.6%，通常意味差异化/护城河;资产负债率仅 16.7%，财务结构稳健;净利增长 26.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688285.SH,XD高铁电,轨交设备Ⅱ,exclude,0,RED,0.0308,0.18316400000000002,0.048156,0.62258177,0.455527,0.17156000999999999,0.14021627,48.472859,1.675497,28.52277541,7.58,1.07,ROE 仅 3.1%，低于 5% 资本回报红线,毛利率 18.3%，低于 20%（弱护城河风险）;净利率 4.8%，低于 5%，价格敏感度高;经营现金流/净利润 0.62，低于 0.8（利润含金量存疑）;PE(TTM) 48.5 > 40 且无 20%+ 高增长支撑，估值偏贵,营收增长 17.2%，强成长,RED（红牌≥2 或综合分<4.5）,
688288.SH,鸿泉技术,计算机设备,exclude,0,RED,0.0408,0.364056,0.04411400000000001,-1.0762884,0.365344,0.33375802,11.26742112,777.596938,2.438411,18.30583331,18.34,0.11,ROE 仅 4.1%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.08，低于 0.5（严重盈利质量隐患）,净利率 4.4%，低于 5%，价格敏感度高,营收增长 33.4%，强成长;净利增长 1126.7%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688289.SH,圣湘生物,医疗器械,exclude,0.40000000000000036,RED,0.0275,0.757861,0.09376899999999999,0.92471719,0.245267,0.12583244999999998,-0.27815604,60.470879,1.324733,94.90375538,16.38,-2.62,ROE 仅 2.8%，低于 5% 资本回报红线;净利同比下降 -27.8%，严重恶化,PE(TTM) 60.5 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 75.8%，通常意味差异化/护城河;资产负债率仅 24.5%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688291.SH,金橙子,软件开发,exclude,2.2,RED,0.0392,0.581646,0.14157,0.7611018900000001,0.08192500000000001,0.19457726,0.20928427,55.036735,4.230105,42.87361392,41.76,1.85,ROE 仅 3.9%，低于 5% 资本回报红线,经营现金流/净利润 0.76，低于 0.8（利润含金量存疑）;PE(TTM) 55.0 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 58.2%，通常意味差异化/护城河;资产负债率仅 8.2%，财务结构稳健;营收增长 19.5%，强成长;净利增长 20.9%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688293.SH,奥浦迈,生物制品,exclude,4.2,RED,0.0199,0.508491,0.115573,2.47945723,0.066007,0.19402094000000003,0.98071345,142.431485,3.561908,94.37428988,66.37,-1.72,ROE 仅 2.0%，低于 5% 资本回报红线,PE(TTM) 142.4 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 50.8%，通常意味差异化/护城河;经营现金流/净利润 2.48，高含金量利润;资产负债率仅 6.6%，财务结构稳健;营收增长 19.4%，强成长;净利增长 98.1%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688295.SH,中复神鹰,化学纤维,exclude,1.9000000000000004,RED,0.0206,0.174564,0.043845,3.8967376799999998,0.549536,0.40867064999999997,1.7732843600000001,218.365822,7.897202,375.3,41.7,0.92,ROE 仅 2.1%，低于 5% 资本回报红线,毛利率 17.5%，低于 20%（弱护城河风险）;净利率 4.4%，低于 5%，价格敏感度高;资产负债率 55.0%，超过 50%，杠杆偏高,经营现金流/净利润 3.90，高含金量利润;营收增长 40.9%，强成长;净利增长 177.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688297.SH,中无人机,航空装备Ⅱ,exclude,0,RED,0.0155,0.112348,0.029369999999999997,-15.67001237,0.397526,3.40114574,2.6428293800000002,310.626888,4.807595,275.1975,40.77,0.2,ROE 仅 1.6%，低于 5% 资本回报红线;经营现金流/净利润仅 -15.67，低于 0.5（严重盈利质量隐患）,毛利率 11.2%，低于 20%（弱护城河风险）;净利率 2.9%，低于 5%，价格敏感度高,营收增长 340.1%，强成长;净利增长 264.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688300.SH,联瑞新材,非金属材料Ⅱ,watch,6.7,YELLOW,0.1838,0.406599,0.262343,0.87300546,0.24546199999999999,0.16154682,0.16417869,131.207798,22.940585,397.57902134,164.65,1.5,,PE(TTM) 131.2 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 40.7%，通常意味差异化/护城河;净利率 26.2%，出色的费用控制或定价权;资产负债率仅 24.5%，财务结构稳健;营收增长 16.2%，强成长,,
688301.SH,奕瑞科技,医疗器械,watch,7.4,YELLOW,0.13119999999999998,0.513574,0.28088,2.00273081,0.479818,0.22897481,0.39734288,42.289002,3.951196,304.94734134,97.3,-0.57,,,高毛利率 51.4%，通常意味差异化/护城河;净利率 28.1%，出色的费用控制或定价权;经营现金流/净利润 2.00，高含金量利润;营收增长 22.9%，强成长;净利增长 39.7%，利润增长强劲,,
688305.SH,科德数控,通用设备,exclude,0,RED,0.04769999999999999,0.39482,0.160047,2.7852220799999996,0.180045,-0.08864620000000001,-0.31786675,95.608787,4.485227,86.09681265,64.95,-2.3,ROE 仅 4.8%，低于 5% 资本回报红线;净利同比下降 -31.8%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 95.6 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -8.9%，负增长,经营现金流/净利润 2.79，高含金量利润;资产负债率仅 18.0%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688306.SH,均普智能,自动化设备,exclude,0.40000000000000036,RED,0.0068000000000000005,0.219489,0.004647,6.5809967700000005,0.608754,-0.03825745,0.49114586000000005,1378.523432,6.367899,111.40524996,9.07,-0.66,ROE 仅 0.7%，低于 5% 资本回报红线,净利率 0.5%，低于 5%，价格敏感度高;资产负债率 60.9%，超过 50%，杠杆偏高;PE(TTM) 1378.5 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -3.8%，负增长,经营现金流/净利润 6.58，高含金量利润;净利增长 49.1%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688308.SH,欧科亿,通用设备,exclude,0.09999999999999964,RED,0.04,0.217293,0.066947,-0.47812625,0.315471,0.29296757,0.80813642,53.537611,5.666944,160.52830679,101.1,1.61,ROE 仅 4.0%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.48，低于 0.5（严重盈利质量隐患）,,营收增长 29.3%，强成长;净利增长 80.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688310.SH,迈得医疗,自动化设备,watch,6.3,YELLOW,0.0782,0.44665900000000003,0.099614,2.32851277,0.261852,0.6278614499999999,4.25014079,42.251749,2.930042,23.95852668,14.58,-1.22,,ROE 7.8%，低于 10% 良好线,高毛利率 44.7%，通常意味差异化/护城河;经营现金流/净利润 2.33，高含金量利润;资产负债率仅 26.2%，财务结构稳健;营收增长 62.8%，强成长;净利增长 425.0%，利润增长强劲,,
688312.SH,燕麦科技,专用设备,watch,7,YELLOW,0.0924,0.5025809999999999,0.21452200000000002,1.26473259,0.121275,0.24334857,0.41678752,53.244593,4.715566,72.62391312,49.5,3.56,,ROE 9.2%，低于 10% 良好线,高毛利率 50.3%，通常意味差异化/护城河;净利率 21.5%，出色的费用控制或定价权;经营现金流/净利润 1.26，高含金量利润;资产负债率仅 12.1%，财务结构稳健;营收增长 24.3%，强成长;净利增长 41.7%，利润增长强劲,,
688313.SH,仕佳光子,通信设备,exclude,3.8,RED,0.271,0.331851,0.174827,0.20029713999999998,0.362284,0.98145199,4.73247097,135.259836,37.054909,636.21595529,140.76,1.55,经营现金流/净利润仅 0.20，低于 0.5（严重盈利质量隐患）,,高 ROE 27.1%，显示强护城河;营收增长 98.1%，强成长;净利增长 473.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688314.SH,康拓医疗,医疗器械,star,7.6,GREEN,0.1467,0.786882,0.27842500000000003,1.19591932,0.203616,0.09048358000000001,0.1165667,31.214475,3.728422,27.41077374,33.58,-1.24,,,高毛利率 78.7%，通常意味差异化/护城河;净利率 27.8%，出色的费用控制或定价权;资产负债率仅 20.4%，财务结构稳健,,
688315.SH,诺禾致源,医疗服务,exclude,4.4,RED,0.0649,0.4253,0.077607,1.2995569800000002,0.319912,0.046566140000000006,-0.15164158,41.486288,2.518579,67.4244,16.2,-1.82,,ROE 6.5%，低于 10% 良好线;PE(TTM) 41.5 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -15.2%，利润下滑,高毛利率 42.5%，通常意味差异化/护城河;经营现金流/净利润 1.30，高含金量利润,RED（红牌≥2 或综合分<4.5）,
688318.SH,财富趋势,软件开发,exclude,3.0999999999999996,RED,0.0849,0.82839,0.856849,0.55358364,0.053023,-0.05369335,0.037711100000000004,95.051542,7.449361,288.43150394,80.44,-3.32,,ROE 8.5%，低于 10% 良好线;经营现金流/净利润 0.55，低于 0.8（利润含金量存疑）;PE(TTM) 95.1 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -5.4%，负增长,高毛利率 82.8%，通常意味差异化/护城河;净利率 85.7%，出色的费用控制或定价权;资产负债率仅 5.3%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688319.SH,欧林生物,生物制品,exclude,1.5,RED,0.023799999999999998,0.92959,0.031099,4.73913348,0.553164,0.19580573,0.07238586,204.700845,12.429669,115.70381422,28.54,2.04,ROE 仅 2.4%，低于 5% 资本回报红线,净利率 3.1%，低于 5%，价格敏感度高;资产负债率 55.3%，超过 50%，杠杆偏高;PE(TTM) 204.7 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 93.0%，通常意味差异化/护城河;经营现金流/净利润 4.74，高含金量利润;营收增长 19.6%，强成长,RED（红牌≥2 或综合分<4.5）,
688321.SH,微芯生物,化学制药,exclude,3,RED,0.0317,0.871182,0.055994999999999996,1.90280518,0.5546289999999999,0.38317911000000004,1.44478394,138.889474,5.552759,136.64738704,30.85,-1.03,ROE 仅 3.2%，低于 5% 资本回报红线,资产负债率 55.5%，超过 50%，杠杆偏高,高毛利率 87.1%，通常意味差异化/护城河;经营现金流/净利润 1.90，高含金量利润;营收增长 38.3%，强成长;净利增长 144.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688322.SH,奥比中光-W,光学光电子,exclude,2.9000000000000004,RED,0.0437,0.43755499999999997,0.135659,0.6467366699999999,0.12267099999999999,0.6666287099999999,3.03332029,337.3434,15.162763,454.03563825,109.98,0.24,ROE 仅 4.4%，低于 5% 资本回报红线,经营现金流/净利润 0.65，低于 0.8（利润含金量存疑）,高毛利率 43.8%，通常意味差异化/护城河;资产负债率仅 12.3%，财务结构稳健;营收增长 66.7%，强成长;净利增长 303.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688325.SH,赛微微电,半导体,exclude,2.2,RED,0.0565,0.5366219999999999,0.199208,-0.052034529999999996,0.09833399999999999,0.24335704,0.23471771,100.379865,5.256619,93.29727473,107.9,0.14,经营现金流/净利润仅 -0.05，低于 0.5（严重盈利质量隐患）,ROE 5.7%，低于 10% 良好线;PE(TTM) 100.4 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 53.7%，通常意味差异化/护城河;资产负债率仅 9.8%，财务结构稳健;营收增长 24.3%，强成长;净利增长 23.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688326.SH,经纬恒润-W,软件开发,exclude,0,RED,0.024399999999999998,0.23399899999999998,0.015653999999999998,0.55351351,0.591874,0.23586827,1.18214852,187.150638,2.021704,79.97087098,66.68,-1.46,ROE 仅 2.4%，低于 5% 资本回报红线,净利率 1.6%，低于 5%，价格敏感度高;经营现金流/净利润 0.55，低于 0.8（利润含金量存疑）;资产负债率 59.2%，超过 50%，杠杆偏高,营收增长 23.6%，强成长;净利增长 118.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688328.SH,深科达,专用设备,exclude,3.8,RED,0.0294,0.33202800000000005,0.050113000000000005,4.80797362,0.42295,0.32084278,1.23101475,210.651297,9.150804,78.32315981,82.92,5.03,ROE 仅 2.9%，低于 5% 资本回报红线,,经营现金流/净利润 4.81，高含金量利润;营收增长 32.1%，强成长;净利增长 123.1%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688329.SH,艾隆科技,自动化设备,exclude,3.4000000000000004,RED,0.024,0.492378,0.044836,7.183056779999999,0.422152,0.35811358,1.85525654,163.215392,2.078323,15.69476,20.33,0.05,ROE 仅 2.4%，低于 5% 资本回报红线,净利率 4.5%，低于 5%，价格敏感度高,高毛利率 49.2%，通常意味差异化/护城河;经营现金流/净利润 7.18，高含金量利润;营收增长 35.8%，强成长;净利增长 185.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688330.SH,宏力达,电网设备,watch,6.1,YELLOW,0.1562,0.5218160000000001,0.9730540000000001,1.00451071,0.069506,-0.33547921,1.86261262,7.338445,1.054367,46.298,33.07,-0.45,营收同比下降 -33.5%，大幅萎缩,,高毛利率 52.2%，通常意味差异化/护城河;净利率 97.3%，出色的费用控制或定价权;资产负债率仅 7.0%，财务结构稳健;PE(TTM) 7.3 < 15，估值有一定吸引力;净利增长 186.3%，利润增长强劲,,
688331.SH,荣昌生物,生物制品,exclude,3.3,RED,0.2487,0.872798,0.21828299999999998,0.07461693999999999,0.502099,0.8936010299999999,1.48329389,57.229863,18.818959,739.29615949,130.97,-0.68,经营现金流/净利润仅 0.07，低于 0.5（严重盈利质量隐患）,资产负债率 50.2%，超过 50%，杠杆偏高,高 ROE 24.9%，显示强护城河;高毛利率 87.3%，通常意味差异化/护城河;净利率 21.8%，出色的费用控制或定价权;营收增长 89.4%，强成长;净利增长 148.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688332.SH,中科蓝讯,半导体,watch,4.7,YELLOW,0.30579999999999996,0.22185400000000002,0.7685540000000001,0.045251530000000005,0.074241,0.01239186,3.71664365,12.12663,3.134598,165.49160354,92.72,3.86,经营现金流/净利润仅 0.05，低于 0.5（严重盈利质量隐患）,,高 ROE 30.6%，显示强护城河;净利率 76.9%，出色的费用控制或定价权;资产负债率仅 7.4%，财务结构稳健;PE(TTM) 12.1 < 15，估值有一定吸引力;净利增长 371.7%，利润增长强劲,,
688333.SH,铂力特,通用设备,exclude,3.8,RED,0.0417,0.377191,0.11006,1.17136388,0.42517499999999997,0.39688374000000004,0.95140658,127.807484,6.018912,301.01372153,109.73,3.23,ROE 仅 4.2%，低于 5% 资本回报红线,,营收增长 39.7%，强成长;净利增长 95.1%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688336.SH,三生国健,生物制品,star,8.9,GREEN,0.4132,0.920709,0.688681,1.04971805,0.060578,2.51812142,3.11494575,14.583223,5.032135,433.77310764,48.4,1.72,,,高 ROE 41.3%，显示强护城河;高毛利率 92.1%，通常意味差异化/护城河;净利率 68.9%，出色的费用控制或定价权;资产负债率仅 6.1%，财务结构稳健;PE(TTM) 14.6 < 15，估值有一定吸引力;营收增长 251.8%，强成长;净利增长 311.5%，利润增长强劲,,
688337.SH,普源精电,通用设备,exclude,2.5,RED,0.0271,0.550804,0.095624,1.12062996,0.11821899999999999,0.16035523999999998,-0.06737905,92.156089,3.056371,97.17988859,44.44,2.73,ROE 仅 2.7%，低于 5% 资本回报红线,PE(TTM) 92.2 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -6.7%，利润下滑,高毛利率 55.1%，通常意味差异化/护城河;资产负债率仅 11.8%，财务结构稳健;营收增长 16.0%，强成长,RED（红牌≥2 或综合分<4.5）,
688338.SH,赛科希德,医疗器械,exclude,0,RED,0.053899999999999997,0.617066,0.340063,0.88617751,0.042968,-0.13935949,-0.20710388,38.209219,1.917718,32.77677312,30.88,1.01,营收同比下降 -13.9%，大幅萎缩;净利同比下降 -20.7%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,ROE 5.4%，低于 10% 良好线,高毛利率 61.7%，通常意味差异化/护城河;净利率 34.0%，出色的费用控制或定价权;资产负债率仅 4.3%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688345.SH,博力威,电池,exclude,3.0999999999999996,RED,0.051699999999999996,0.18082499999999999,0.019924,6.06221499,0.611769,0.4833211,1.5784137100000002,64.05028,4.665821,59.1470806,58.06,9.38,,ROE 5.2%，低于 10% 良好线;毛利率 18.1%，低于 20%（弱护城河风险）;净利率 2.0%，低于 5%，价格敏感度高;资产负债率 61.2%，超过 50%，杠杆偏高,经营现金流/净利润 6.06，高含金量利润;营收增长 48.3%，强成长;净利增长 157.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688349.SH,三一重能,风电设备,exclude,0,RED,0.0516,0.096995,0.026012,-1.25739387,0.688439,0.5389434200000001,-0.60694333,21.261826,1.602676,230.23708885,14.45,-1.3,经营现金流/净利润仅 -1.26，低于 0.5（严重盈利质量隐患）;净利同比下降 -60.7%，严重恶化,ROE 5.2%，低于 10% 良好线;毛利率 9.7%，低于 20%（弱护城河风险）;净利率 2.6%，低于 5%，价格敏感度高;资产负债率 68.8%，超过 50%，杠杆偏高,营收增长 53.9%，强成长,RED（红牌≥2 或综合分<4.5）,
688350.SH,富淼科技,化学制品,exclude,0,RED,0.0108,0.17380700000000002,0.013742,16.08227999,0.472637,-0.11255779,4.26786679,149.246743,2.317231,43.07365964,30.07,2.35,ROE 仅 1.1%，低于 5% 资本回报红线;营收同比下降 -11.3%，大幅萎缩,毛利率 17.4%，低于 20%（弱护城河风险）;净利率 1.4%，低于 5%，价格敏感度高;PE(TTM) 149.2 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 16.08，高含金量利润;净利增长 426.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688351.SH,微电生理,医疗器械,exclude,2.9000000000000004,RED,0.028900000000000002,0.579747,0.109965,1.7794359700000002,0.09581300000000001,0.12432069999999999,-0.01897552,155.314249,5.353541,96.75536,20.56,-1.01,ROE 仅 2.9%，低于 5% 资本回报红线,PE(TTM) 155.3 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -1.9%，利润下滑,高毛利率 58.0%，通常意味差异化/护城河;经营现金流/净利润 1.78，高含金量利润;资产负债率仅 9.6%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688353.SH,华盛锂电,电池,exclude,0,RED,0.0039000000000000003,0.100877,-0.002949,-19.42063359,0.195427,0.72210322,1.07589285,101.946763,4.431872,156.3419,98.02,3.56,ROE 仅 0.4%，低于 5% 资本回报红线;经营现金流/净利润仅 -19.42，低于 0.5（严重盈利质量隐患）,毛利率 10.1%，低于 20%（弱护城河风险）;净利率 -0.3%，低于 5%，价格敏感度高,资产负债率仅 19.5%，财务结构稳健;营收增长 72.2%，强成长;净利增长 107.6%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688355.SH,明志科技,通用设备,watch,4.5,YELLOW,0.0731,0.350428,0.149835,2.90140578,0.212654,-0.15999136,0.20418541999999998,31.070467,1.961421,21.71710381,17.52,-0.28,营收同比下降 -16.0%，大幅萎缩,ROE 7.3%，低于 10% 良好线,经营现金流/净利润 2.90，高含金量利润;资产负债率仅 21.3%，财务结构稳健;净利增长 20.4%，利润增长强劲,,
688356.SH,键凯科技,化学制药,watch,5.1,YELLOW,0.04769999999999999,0.633479,0.19389,1.28822362,0.070866,0.40125585999999996,1.0678403699999999,69.018003,3.723513,49.8548754,82.2,1.08,ROE 仅 4.8%，低于 5% 资本回报红线,,高毛利率 63.3%，通常意味差异化/护城河;经营现金流/净利润 1.29，高含金量利润;资产负债率仅 7.1%，财务结构稳健;营收增长 40.1%，强成长;净利增长 106.8%，利润增长强劲,,
688357.SH,建龙微纳,化学制品,watch,6,YELLOW,0.0538,0.319243,0.117203,1.16936576,0.39485,0.07944889,0.31793306,29.989714,1.526449,26.85607045,26.84,-0.52,,ROE 5.4%，低于 10% 良好线,净利增长 31.8%，利润增长强劲,,
688358.SH,祥生医疗,医疗器械,exclude,4.4,RED,0.08289999999999999,0.590981,0.267318,0.9199006900000001,0.132567,-0.07016743,-0.17085062,27.829361,2.370306,33.64889646,30.01,-0.3,,ROE 8.3%，低于 10% 良好线;营收同比 -7.0%，负增长;净利同比 -17.1%，利润下滑,高毛利率 59.1%，通常意味差异化/护城河;净利率 26.7%，出色的费用控制或定价权;资产负债率仅 13.3%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688360.SH,德马科技,通用设备,exclude,3.8,RED,0.0672,0.290444,0.053071,2.19866077,0.563725,0.15626857,0.028566519999999998,41.53466,2.805789,41.77731365,15.84,-0.06,,ROE 6.7%，低于 10% 良好线;资产负债率 56.4%，超过 50%，杠杆偏高;PE(TTM) 41.5 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.20，高含金量利润;营收增长 15.6%，强成长,RED（红牌≥2 或综合分<4.5）,
688362.SH,甬矽电子,半导体,exclude,0,RED,0.0322,0.166357,0.008893999999999999,20.665439489999997,0.730485,0.218661,0.23219784000000002,368.007434,11.815123,308.14692281,67.99,-0.15,ROE 仅 3.2%，低于 5% 资本回报红线;资产负债率 73.0%，超过 70% 高杠杆红线,毛利率 16.6%，低于 20%（弱护城河风险）;净利率 0.9%，低于 5%，价格敏感度高;PE(TTM) 368.0 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 20.67，高含金量利润;营收增长 21.9%，强成长;净利增长 23.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688363.SH,华熙生物,医疗美容,exclude,1.7999999999999998,RED,0.042,0.703288,0.06933600000000001,2.14837025,0.181462,-0.21815883,0.6759219799999999,70.79058,2.530071,180.38850163,37.45,-2.9,ROE 仅 4.2%，低于 5% 资本回报红线;营收同比下降 -21.8%，大幅萎缩,PE(TTM) 70.8 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 70.3%，通常意味差异化/护城河;经营现金流/净利润 2.15，高含金量利润;资产负债率仅 18.1%，财务结构稳健;净利增长 67.6%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688366.SH,昊海生科,医疗器械,exclude,0,RED,0.0453,0.701269,0.084238,1.95599864,0.166004,-0.08327958,-0.40299568999999996,31.972273,1.375954,74.89677742,32.73,-0.88,ROE 仅 4.5%，低于 5% 资本回报红线;净利同比下降 -40.3%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,营收同比 -8.3%，负增长,高毛利率 70.1%，通常意味差异化/护城河;经营现金流/净利润 1.96，高含金量利润;资产负债率仅 16.6%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688367.SH,工大高科,轨交设备Ⅱ,exclude,0,RED,0.017,0.275069,0.051082999999999996,3.8578364,0.192599,-0.33381912,-0.61652547,326.429905,4.454422,26.5064415,30.25,-0.82,ROE 仅 1.7%，低于 5% 资本回报红线;营收同比下降 -33.4%，大幅萎缩;净利同比下降 -61.7%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 326.4 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 3.86，高含金量利润;资产负债率仅 19.3%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688368.SH,晶丰明源,半导体,exclude,2.5,RED,0.0297,0.38797,0.025148,5.068886969999999,0.401397,0.04402292,2.07719124,335.256523,8.170816,264.98972098,130.02,5.08,ROE 仅 3.0%，低于 5% 资本回报红线,净利率 2.5%，低于 5%，价格敏感度高;PE(TTM) 335.3 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 5.07，高含金量利润;净利增长 207.7%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688370.SH,丛麟科技,环境治理,exclude,0,RED,0.0087,0.250918,0.023516,6.05342326,0.138821,-0.11588369,-0.7426621,113.658481,1.227417,32.78249387,23.91,-1.56,ROE 仅 0.9%，低于 5% 资本回报红线;营收同比下降 -11.6%，大幅萎缩;净利同比下降 -74.3%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,净利率 2.4%，低于 5%，价格敏感度高;PE(TTM) 113.7 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 6.05，高含金量利润;资产负债率仅 13.9%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688371.SH,菲沃泰,电子化学品Ⅱ,exclude,1.2999999999999998,RED,0.015700000000000002,0.474758,0.057091,1.98082876,0.072865,0.10367243999999999,-0.33024379000000004,3934.682318,5.406391,105.67379214,31.5,0.13,ROE 仅 1.6%，低于 5% 资本回报红线;净利同比下降 -33.0%，严重恶化,PE(TTM) 3934.7 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 47.5%，通常意味差异化/护城河;经营现金流/净利润 1.98，高含金量利润;资产负债率仅 7.3%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688372.SH,伟测科技,半导体,watch,5.9,YELLOW,0.1085,0.393679,0.192551,2.32877098,0.6159479999999999,0.46224020000000005,1.36451306,63.110641,5.260481,219.71238865,130.01,1.94,,资产负债率 61.6%，超过 50%，杠杆偏高,经营现金流/净利润 2.33，高含金量利润;营收增长 46.2%，强成长;净利增长 136.5%，利润增长强劲,,
688375.SH,国博电子,军工电子Ⅱ,watch,5.2,YELLOW,0.0802,0.420888,0.21271,1.7515762899999998,0.24451,-0.07915106,0.047203980000000006,110.834548,7.725508,499.69889216,83.84,0.07,,ROE 8.0%，低于 10% 良好线;PE(TTM) 110.8 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -7.9%，负增长,高毛利率 42.1%，通常意味差异化/护城河;净利率 21.3%，出色的费用控制或定价权;经营现金流/净利润 1.75，高含金量利润;资产负债率仅 24.5%，财务结构稳健,,
