thscode,name,industry,pool,score,verdict,roe,gross_margin,net_margin,ocf_to_ni,debt_ratio,revenue_yoy,net_profit_yoy,pe_ttm,pb_mrq,market_cap_yi,price,change_pct,red_flags,yellow_flags,green_highlights,reason,high_leverage_note
688376.SH,美埃科技,环保设备Ⅱ,exclude,2.3,RED,0.06570000000000001,0.259168,0.071048,2.50506502,0.493921,0.11969082,-0.36926461000000005,85.129982,4.820066,94.37880652,69.78,0.74,净利同比下降 -36.9%，严重恶化,ROE 6.6%，低于 10% 良好线;PE(TTM) 85.1 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.51，高含金量利润,RED（红牌≥2 或综合分<4.5）,
688377.SH,迪威尔,专用设备,watch,5.2,YELLOW,0.06480000000000001,0.22118200000000002,0.098857,1.61511209,0.337697,0.07429953,0.39434308,41.271874,2.491992,47.64853847,20.4,0.59,,ROE 6.5%，低于 10% 良好线;PE(TTM) 41.3 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 1.62，高含金量利润;净利增长 39.4%，利润增长强劲,,
688378.SH,奥来德,光学光电子,exclude,1.5999999999999996,RED,0.042199999999999994,0.489803,0.12532,1.67755723,0.234926,0.08272565,-0.20055498,86.429468,5.335117,109.72014133,41.97,3.07,ROE 仅 4.2%，低于 5% 资本回报红线;净利同比下降 -20.1%，严重恶化,PE(TTM) 86.4 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 49.0%，通常意味差异化/护城河;经营现金流/净利润 1.68，高含金量利润;资产负债率仅 23.5%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688379.SH,华光新材,通用设备,exclude,1,RED,0.17370000000000002,0.129271,0.073585,-0.45171726,0.6038709999999999,0.33269765999999995,1.3329381900000001,40.087225,3.703718,51.99126429,54.74,11.44,经营现金流/净利润仅 -0.45，低于 0.5（严重盈利质量隐患）,毛利率 12.9%，低于 20%（弱护城河风险）;资产负债率 60.4%，超过 50%，杠杆偏高,营收增长 33.3%，强成长;净利增长 133.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688380.SH,中微半导,半导体,watch,5.9,YELLOW,0.0924,0.342817,0.253247,0.91658905,0.136428,0.23089376,1.07683575,53.575369,4.995735,161.267022,40.28,2.39,,ROE 9.2%，低于 10% 良好线,净利率 25.3%，出色的费用控制或定价权;资产负债率仅 13.6%，财务结构稳健;营收增长 23.1%，强成长;净利增长 107.7%，利润增长强劲,,
688385.SH,复旦微电,半导体,exclude,1,RED,0.0388,0.561855,0.05064199999999999,3.3751028300000003,0.266259,0.10919577,-0.5942376,183.970666,7.158679,449.7507105,54.6,1.49,ROE 仅 3.9%，低于 5% 资本回报红线;净利同比下降 -59.4%，严重恶化,PE(TTM) 184.0 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 56.2%，通常意味差异化/护城河;经营现金流/净利润 3.38，高含金量利润;资产负债率仅 26.6%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688386.SH,泛亚微透,塑料,watch,5.9,YELLOW,0.1394,0.453561,0.168638,1.07711639,0.49178400000000005,0.40404249999999997,0.09494145,52.894983,3.57798,54.29684301,54.51,-1.43,,PE(TTM) 52.9 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 45.4%，通常意味差异化/护城河;营收增长 40.4%，强成长,,
688388.SH,嘉元科技,电池,exclude,0,RED,0.008199999999999999,0.049512,0.005659,-2.03573007,0.51921,0.47852587999999996,1.23876593,125.184964,2.367443,191.63708195,29.04,3.23,ROE 仅 0.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -2.04，低于 0.5（严重盈利质量隐患）,毛利率 5.0%，低于 20%（弱护城河风险）;净利率 0.6%，低于 5%，价格敏感度高;资产负债率 51.9%，超过 50%，杠杆偏高,营收增长 47.9%，强成长;净利增长 123.9%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688389.SH,普门科技,医疗器械,exclude,1.7999999999999998,RED,0.0888,0.632065,0.172284,1.52515569,0.24943300000000002,-0.09599577999999999,-0.46663164,30.121686,2.284201,49.10446466,11.46,1.42,净利同比下降 -46.7%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,ROE 8.9%，低于 10% 良好线;营收同比 -9.6%，负增长,高毛利率 63.2%，通常意味差异化/护城河;经营现金流/净利润 1.53，高含金量利润;资产负债率仅 24.9%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688390.SH,固德威,光伏设备,exclude,2.0999999999999996,RED,0.0487,0.215135,0.018274,4.77821191,0.69497,0.31929061000000003,3.1826969000000003,61.843686,5.747935,163.52461791,67.26,-1.26,ROE 仅 4.9%，低于 5% 资本回报红线,净利率 1.8%，低于 5%，价格敏感度高;资产负债率 69.5%，超过 50%，杠杆偏高,经营现金流/净利润 4.78，高含金量利润;营收增长 31.9%，强成长;净利增长 318.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688391.SH,钜泉科技,半导体,exclude,0,RED,0.0231,0.39232,0.079568,-2.3577411699999997,0.074449,-0.08988425,-0.54205322,79.001337,1.603221,29.88103349,25.85,1.17,ROE 仅 2.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -2.36，低于 0.5（严重盈利质量隐患）;净利同比下降 -54.2%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 79.0 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -9.0%，负增长,资产负债率仅 7.4%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688392.SH,骄成超声,电池,watch,4.5,YELLOW,0.06709999999999999,0.634325,0.138841,0.6907968,0.241566,0.32414982999999997,0.36890377999999996,142.442054,11.065102,205.426714,177.5,2.01,,ROE 6.7%，低于 10% 良好线;经营现金流/净利润 0.69，低于 0.8（利润含金量存疑）,高毛利率 63.4%，通常意味差异化/护城河;资产负债率仅 24.2%，财务结构稳健;营收增长 32.4%，强成长;净利增长 36.9%，利润增长强劲,,
688395.SH,正弦电气,自动化设备,watch,5.6,YELLOW,0.052000000000000005,0.333166,0.090672,1.3854561300000001,0.209071,0.20483199,0.0591615,45.094464,2.436457,19.34593065,22.34,0.99,,ROE 5.2%，低于 10% 良好线;PE(TTM) 45.1 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 1.39，高含金量利润;资产负债率仅 20.9%，财务结构稳健;营收增长 20.5%，强成长,,
688396.SH,华润微,半导体,exclude,2.5,RED,0.029102000000000003,0.26383,0.050167,3.1560926499999997,0.18708,0.09243107,-0.13366828,88.900728,3.484657,806.62234596,60.73,1.37,ROE 仅 2.9%，低于 5% 资本回报红线,PE(TTM) 88.9 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -13.4%，利润下滑,经营现金流/净利润 3.16，高含金量利润;资产负债率仅 18.7%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688398.SH,赛特新材,化学制品,exclude,0,RED,0.0212,0.238525,0.024310000000000002,2.94121799,0.4582,0.06574482,-0.68656271,235.02948,3.383017,34.80466612,20.74,1.07,ROE 仅 2.1%，低于 5% 资本回报红线;净利同比下降 -68.7%，严重恶化,净利率 2.4%，低于 5%，价格敏感度高;PE(TTM) 235.0 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.94，高含金量利润,RED（红牌≥2 或综合分<4.5）,
688400.SH,凌云光,专用设备,exclude,3.2,RED,0.0395,0.347868,0.055407000000000005,0.90956668,0.31818799999999997,0.30347538,0.50704425,66.949733,4.061027,231.73765208,48.71,0.64,ROE 仅 4.0%，低于 5% 资本回报红线,,营收增长 30.3%，强成长;净利增长 50.7%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688401.SH,路维光电,半导体,watch,7.3,YELLOW,0.1654,0.34652,0.21808,1.40395679,0.46826900000000005,0.31943736,0.32024203999999995,54.695628,8.859224,148.25638643,72.19,5.9,,,净利率 21.8%，出色的费用控制或定价权;经营现金流/净利润 1.40，高含金量利润;营收增长 31.9%，强成长;净利增长 32.0%，利润增长强劲,,
688403.SH,汇成股份,半导体,exclude,2.5,RED,0.046799999999999994,0.217449,0.086774,4.47525466,0.27194199999999996,0.18794940000000002,-0.03150646,376.798041,5.344437,240.03182793,24.17,0.62,ROE 仅 4.7%，低于 5% 资本回报红线,PE(TTM) 376.8 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -3.2%，利润下滑,经营现金流/净利润 4.48，高含金量利润;资产负债率仅 27.2%，财务结构稳健;营收增长 18.8%，强成长,RED（红牌≥2 或综合分<4.5）,
688409.SH,富创精密,半导体,exclude,0,RED,-0.0019,0.222312,-0.004642,-44.91555932,0.485946,0.16576972999999998,-1.0424944600000001,897.555154,14.20012,641.66467063,209.55,0.06,ROE 仅 -0.2%，低于 5% 资本回报红线;经营现金流/净利润仅 -44.92，低于 0.5（严重盈利质量隐患）;净利同比下降 -104.2%，严重恶化,净利率 -0.5%，低于 5%，价格敏感度高;PE(TTM) 897.6 > 40 且无 20%+ 高增长支撑，估值偏贵,营收增长 16.6%，强成长,RED（红牌≥2 或综合分<4.5）,
688410.SH,山外山,医疗器械,watch,7.4,YELLOW,0.0839,0.502312,0.178759,2.1113411099999997,0.241933,0.42242922,1.05802121,30.677443,2.731877,50.11337744,11.2,-1.75,,ROE 8.4%，低于 10% 良好线,高毛利率 50.2%，通常意味差异化/护城河;经营现金流/净利润 2.11，高含金量利润;资产负债率仅 24.2%，财务结构稳健;营收增长 42.2%，强成长;净利增长 105.8%，利润增长强劲,,
688419.SH,耐科装备,半导体,exclude,2.0999999999999996,RED,0.0789,0.420687,0.272401,0.46275452,0.16175599999999998,0.09964316999999999,0.2548941,80.349108,5.486614,57.73404118,50.4,6.51,经营现金流/净利润仅 0.46，低于 0.5（严重盈利质量隐患）,ROE 7.9%，低于 10% 良好线;PE(TTM) 80.3 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 42.1%，通常意味差异化/护城河;净利率 27.2%，出色的费用控制或定价权;资产负债率仅 16.2%，财务结构稳健;净利增长 25.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688425.SH,铁建重工,工程机械,exclude,2.7,RED,0.08204800000000001,0.290793,0.147644,0.74233955,0.318191,-0.00007423,-0.016513629999999998,15.781223,1.172103,220.8067758,4.14,-0.72,,ROE 8.2%，低于 10% 良好线;经营现金流/净利润 0.74，低于 0.8（利润含金量存疑）;营收同比 -0.0%，负增长;净利同比 -1.7%，利润下滑,,RED（红牌≥2 或综合分<4.5）,
688428.SH,诺诚健华,化学制药,exclude,2.5999999999999996,RED,0.0902,0.919528,0.271245,0.13059245,0.284049,1.3526778799999999,2.45805542,77.322438,7.689033,564.69895504,31.92,0.38,经营现金流/净利润仅 0.13，低于 0.5（严重盈利质量隐患）,ROE 9.0%，低于 10% 良好线,高毛利率 92.0%，通常意味差异化/护城河;净利率 27.1%，出色的费用控制或定价权;资产负债率仅 28.4%，财务结构稳健;营收增长 135.3%，强成长;净利增长 245.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688432.SH,有研硅,半导体,exclude,3.0999999999999996,RED,0.0475,0.367179,0.24472000000000002,1.31015782,0.088699,0.009337729999999999,-0.10142866,216.805674,11.233056,512.62376178,41,4.14,ROE 仅 4.8%，低于 5% 资本回报红线,PE(TTM) 216.8 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -10.1%，利润下滑,净利率 24.5%，出色的费用控制或定价权;经营现金流/净利润 1.31，高含金量利润;资产负债率仅 8.9%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688439.SH,振华风光,军工电子Ⅱ,exclude,0,RED,0.034300000000000004,0.60448,0.20366099999999998,3.2484435200000004,0.093863,-0.23100027999999997,-0.40896548000000005,57.702921,1.570248,78.78,39.39,-0.53,ROE 仅 3.4%，低于 5% 资本回报红线;营收同比下降 -23.1%，大幅萎缩;净利同比下降 -40.9%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 57.7 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 60.4%，通常意味差异化/护城河;净利率 20.4%，出色的费用控制或定价权;经营现金流/净利润 3.25，高含金量利润;资产负债率仅 9.4%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688448.SH,磁谷科技,通用设备,exclude,0,RED,0.0098,0.318372,0.025637,6.18526891,0.275122,-0.23047736,-0.80676444,581.742314,5.475128,55.2639833,56.67,2.64,ROE 仅 1.0%，低于 5% 资本回报红线;营收同比下降 -23.0%，大幅萎缩;净利同比下降 -80.7%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,净利率 2.6%，低于 5%，价格敏感度高;PE(TTM) 581.7 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 6.19，高含金量利润;资产负债率仅 27.5%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688455.SH,科捷智能,自动化设备,exclude,0,RED,0.0316,0.161828,0.013319000000000001,-8.354310850000001,0.748452,0.6409688699999999,1.51952065,84.489697,2.756587,25.37263057,15.1,-0.53,ROE 仅 3.2%，低于 5% 资本回报红线;经营现金流/净利润仅 -8.35，低于 0.5（严重盈利质量隐患）;资产负债率 74.8%，超过 70% 高杠杆红线,毛利率 16.2%，低于 20%（弱护城河风险）;净利率 1.3%，低于 5%，价格敏感度高,营收增长 64.1%，强成长;净利增长 152.0%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688456.SH,有研粉材,金属新材料,exclude,0,RED,0.057300000000000004,0.07980000000000001,0.018414,-1.35074884,0.400806,0.20893418,0.17762576,99.79069,6.967813,89.696998,86.53,5.27,经营现金流/净利润仅 -1.35，低于 0.5（严重盈利质量隐患）,ROE 5.7%，低于 10% 良好线;毛利率 8.0%，低于 20%（弱护城河风险）;净利率 1.8%，低于 5%，价格敏感度高;PE(TTM) 99.8 > 40 且无 20%+ 高增长支撑，估值偏贵,营收增长 20.9%，强成长,RED（红牌≥2 或综合分<4.5）,
688459.SH,哈铁科技,轨交设备Ⅱ,exclude,2.7,RED,0.032400000000000005,0.362408,0.108475,2.19106966,0.187698,0.02157456,-0.11549045,52.310675,1.143585,38.88,8.1,-2.17,ROE 仅 3.2%，低于 5% 资本回报红线,PE(TTM) 52.3 > 40 且无 20%+ 高增长支撑，估值偏贵;净利同比 -11.5%，利润下滑,经营现金流/净利润 2.19，高含金量利润;资产负债率仅 18.8%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688466.SH,金科环境,环境治理,exclude,0,RED,0.0333,0.333982,0.07133600000000001,2.48942831,0.470387,-0.15178665,-0.43427735,58.362883,1.444234,16.66182633,13.64,0.29,ROE 仅 3.3%，低于 5% 资本回报红线;营收同比下降 -15.2%，大幅萎缩;净利同比下降 -43.4%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 58.4 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.49，高含金量利润,RED（红牌≥2 或综合分<4.5）,
688468.SH,科美诊断,医疗器械,exclude,0,RED,0.031200000000000002,0.6647799999999999,0.131997,2.1382323299999997,0.198784,-0.23748239999999998,-0.65443544,66.658443,1.799519,25.5505796,6.37,0.95,ROE 仅 3.1%，低于 5% 资本回报红线;营收同比下降 -23.7%，大幅萎缩;净利同比下降 -65.4%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 66.7 > 40 且无 20%+ 高增长支撑，估值偏贵,高毛利率 66.5%，通常意味差异化/护城河;经营现金流/净利润 2.14，高含金量利润;资产负债率仅 19.9%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
688475.SH,萤石网络,计算机设备,watch,7.3,YELLOW,0.1009,0.441808,0.09601100000000001,1.9774389300000002,0.360869,0.08438551,0.12432183000000001,34.866209,3.991726,234.91125,29.83,-0.23,,,高毛利率 44.2%，通常意味差异化/护城河;经营现金流/净利润 1.98，高含金量利润,,
688480.SH,赛恩斯,环境治理,exclude,2.5999999999999996,RED,0.0968,0.294433,0.090258,1.2281900000000001,0.431462,0.32702295,-0.41279738,63.500441,6.344939,76.54692174,80.3,-0.68,净利同比下降 -41.3%，严重恶化,ROE 9.7%，低于 10% 良好线;PE(TTM) 63.5 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 1.23，高含金量利润;营收增长 32.7%，强成长,RED（红牌≥2 或综合分<4.5）,
688498.SH,源杰科技,半导体,watch,4.9,YELLOW,0.0868,0.581075,0.317448,0.78688652,0.095133,1.3850106400000002,32.12616454,531.156535,74.905456,1891.16072663,1519,1.22,,ROE 8.7%，低于 10% 良好线;经营现金流/净利润 0.79，低于 0.8（利润含金量存疑）,高毛利率 58.1%，通常意味差异化/护城河;净利率 31.7%，出色的费用控制或定价权;资产负债率仅 9.5%，财务结构稳健;营收增长 138.5%，强成长;净利增长 3212.6%，利润增长强劲,,
688499.SH,利元亨,电池,exclude,0.40000000000000036,RED,0.0226,0.27189599999999997,0.016576,10.206211419999999,0.726819,0.2397989,1.0493291,107.869569,2.600042,61.5352876,36.47,0.05,ROE 仅 2.3%，低于 5% 资本回报红线;资产负债率 72.7%，超过 70% 高杠杆红线,净利率 1.7%，低于 5%，价格敏感度高,经营现金流/净利润 10.21，高含金量利润;营收增长 24.0%，强成长;净利增长 104.9%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688501.SH,青达环保,环保设备Ⅱ,exclude,2.4000000000000004,RED,0.1686,0.273174,0.089757,0.46242542,0.592025,0.52901539,0.88156848,17.108971,2.000916,23.00913972,13.23,0.68,经营现金流/净利润仅 0.46，低于 0.5（严重盈利质量隐患）,资产负债率 59.2%，超过 50%，杠杆偏高,营收增长 52.9%，强成长;净利增长 88.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
688503.SH,聚和材料,光伏设备,exclude,0,RED,0.087,0.07324900000000001,0.028256999999999997,-7.31261008,0.582576,0.16857659000000003,0.00399778,31.144334,3.638056,192.97342356,79.73,8.77,经营现金流/净利润仅 -7.31，低于 0.5（严重盈利质量隐患）,ROE 8.7%，低于 10% 良好线;毛利率 7.3%，低于 20%（弱护城河风险）;净利率 2.8%，低于 5%，价格敏感度高;资产负债率 58.3%，超过 50%，杠杆偏高,营收增长 16.9%，强成长,RED（红牌≥2 或综合分<4.5）,
